model,variant,class_id,class_name,ap50_95,ap50
yolov8m_dota,tile1024_ov10,12,roundabout,0.4390385002249538,0.6780841874519897
yolov8m_dota,tile1024_ov10,13,soccer ball field,0.3939288709326511,0.540163177372349
yolov8m_dota,tile1024_ov10,14,swimming pool,0.2774924697737642,0.5961825711347297
yolov8m_dota,tile1024_ov10,15,container crane,0.055445544554455446,0.07920792079207921
yolov8m_dota,tile1024_ov20,0,plane,0.6829586578555359,0.9177287017951952
yolov8m_dota,tile1024_ov20,1,ship,0.6757570545841052,0.9106663857011319
yolov8m_dota,tile1024_ov20,2,storage tank,0.49224361534401734,0.7316205038987633
yolov8m_dota,tile1024_ov20,3,baseball diamond,0.4507473771711247,0.7440559006278081
yolov8m_dota,tile1024_ov20,4,tennis court,0.872391467778836,0.9316970762319458
yolov8m_dota,tile1024_ov20,5,basketball court,0.5502053992888202,0.6596325762079943
yolov8m_dota,tile1024_ov20,6,ground track field,0.3990000301626822,0.6053658886878136
yolov8m_dota,tile1024_ov20,7,harbor,0.5024460759722843,0.8022220856981973
yolov8m_dota,tile1024_ov20,8,bridge,0.2616250167637416,0.5216584212895039
yolov8m_dota,tile1024_ov20,9,large vehicle,0.5898247019296492,0.7570786036482414
yolov8m_dota,tile1024_ov20,10,small vehicle,0.3518759162957222,0.6748396082566784
yolov8m_dota,tile1024_ov20,11,helicopter,0.2926999589984515,0.5907690936414584
yolov8m_dota,tile1024_ov20,12,roundabout,0.43440752915969216,0.6682420546090221
yolov8m_dota,tile1024_ov20,13,soccer ball field,0.38248550111960766,0.5223436757097055
yolov8m_dota,tile1024_ov20,14,swimming pool,0.2796503976857008,0.6059359199367103
yolov8m_dota,tile1024_ov20,15,container crane,0.055445544554455446,0.07920792079207921
yolov8m_dota,tile512_ov10,0,plane,0.5330895588935555,0.8186035003870716
yolov8m_dota,tile512_ov10,1,ship,0.6575960584752388,0.8920821569120956
yolov8m_dota,tile512_ov10,2,storage tank,0.472695630268883,0.7137291360710657
yolov8m_dota,tile512_ov10,3,baseball diamond,0.34345737438974183,0.6756522423448942
yolov8m_dota,tile512_ov10,4,tennis court,0.7365491956262595,0.8831831901428243
yolov8m_dota,tile512_ov10,5,basketball court,0.3962757629755655,0.600307838857017
yolov8m_dota,tile512_ov10,6,ground track field,0.2136098199880832,0.4099486891281227
yolov8m_dota,tile512_ov10,7,harbor,0.384729461480315,0.6822644671856626
yolov8m_dota,tile512_ov10,8,bridge,0.23184151791967483,0.4836365149885725
yolov8m_dota,tile512_ov10,9,large vehicle,0.5641102179147579,0.7424657702507322
yolov8m_dota,tile512_ov10,10,small vehicle,0.34269725710139826,0.6593101118837874
yolov8m_dota,tile512_ov10,11,helicopter,0.24508744019345238,0.5280711515855369
yolov8m_dota,tile512_ov10,12,roundabout,0.33823248110974724,0.5913780667777535
yolov8m_dota,tile512_ov10,13,soccer ball field,0.19958508547643494,0.3623560099442799
yolov8m_dota,tile512_ov10,14,swimming pool,0.2684168640554806,0.5937951531924549
yolov8m_dota,tile512_ov10,15,container crane,0.055445544554455446,0.07920792079207921
yolov8m_dota,tile512_ov20,0,plane,0.5655629556500096,0.8267767792664225
yolov8m_dota,tile512_ov20,1,ship,0.6613000514494196,0.8995557247382002
yolov8m_dota,tile512_ov20,2,storage tank,0.46884961773124273,0.718208310199543
yolov8m_dota,tile512_ov20,3,baseball diamond,0.35936801197268836,0.6760647353081931
yolov8m_dota,tile512_ov20,4,tennis court,0.7592843422450799,0.870219228810853
yolov8m_dota,tile512_ov20,5,basketball court,0.4398196211471243,0.5891220925630648
yolov8m_dota,tile512_ov20,6,ground track field,0.21242202998015455,0.37921449849545835
yolov8m_dota,tile512_ov20,7,harbor,0.3875022567467455,0.671203012613764
yolov8m_dota,tile512_ov20,8,bridge,0.23596972268877867,0.4882975797787756
yolov8m_dota,tile512_ov20,9,large vehicle,0.5737853692691725,0.7471048045805294
yolov8m_dota,tile512_ov20,10,small vehicle,0.3432970662475201,0.6653846559577072
yolov8m_dota,tile512_ov20,11,helicopter,0.25921972135142884,0.5498619801037353
yolov8m_dota,tile512_ov20,12,roundabout,0.3485965860258667,0.5687016011431657
yolov8m_dota,tile512_ov20,13,soccer ball field,0.21103474695190796,0.38414648894204967
yolov8m_dota,tile512_ov20,14,swimming pool,0.2651017544484128,0.5765550774968405
yolov8m_dota,tile512_ov20,15,container crane,0.01848184818481848,0.0264026402640264
yolov8m_dota,tile640_ov10,0,plane,0.5872630864021428,0.8327607223776359
yolov8m_dota,tile640_ov10,1,ship,0.6655097713060227,0.8964487460862797
yolov8m_dota,tile640_ov10,2,storage tank,0.48913138904316994,0.7375564678641514
yolov8m_dota,tile640_ov10,3,baseball diamond,0.3984766000614793,0.7071241321620795
yolov8m_dota,tile640_ov10,4,tennis court,0.7917619560236537,0.8918098239744862
yolov8m_dota,tile640_ov10,5,basketball court,0.445887915174318,0.614333505358369
yolov8m_dota,tile640_ov10,6,ground track field,0.2639280742637812,0.47268483753451973
yolov8m_dota,tile640_ov10,7,harbor,0.4269839436541329,0.7255342134205591
yolov8m_dota,tile640_ov10,8,bridge,0.24296299370719818,0.495861819657507
yolov8m_dota,tile640_ov10,9,large vehicle,0.5738163305326691,0.7480529105016527
yolov8m_dota,tile640_ov10,10,small vehicle,0.3442613692807773,0.6630696149271019
yolov8m_dota,tile640_ov10,11,helicopter,0.2550375484889498,0.5632872836614962
yolov8m_dota,tile640_ov10,12,roundabout,0.3925865645190111,0.634955299039942
yolov8m_dota,tile640_ov10,13,soccer ball field,0.23332091077832195,0.4213525703316735
yolov8m_dota,tile640_ov10,14,swimming pool,0.2607504335179214,0.5823745582225511
yolov8m_dota,tile640_ov10,15,container crane,0.015841584158415842,0.07920792079207921
yolov8m_dota,tile640_ov20,0,plane,0.6009636708161684,0.8540014013445025
yolov8m_dota,tile640_ov20,1,ship,0.6682513323602389,0.9043765538197059
yolov8m_dota,tile640_ov20,2,storage tank,0.4777353574633459,0.7299136279458865
yolov8m_dota,tile640_ov20,3,baseball diamond,0.41115610005518843,0.6968300276146218
yolov8m_dota,tile640_ov20,4,tennis court,0.808232744561973,0.8945337346894935
yolov8m_dota,tile640_ov20,5,basketball court,0.4939893707818598,0.6174862727674746
yolov8m_dota,tile640_ov20,6,ground track field,0.258965046494849,0.4484011496544675
yolov8m_dota,tile640_ov20,7,harbor,0.4310338167445063,0.7241080954766869
yolov8m_dota,tile640_ov20,8,bridge,0.24200015453189685,0.48252154628744154
yolov8m_dota,tile640_ov20,9,large vehicle,0.5779267237302407,0.7510734243296757
yolov8m_dota,tile640_ov20,10,small vehicle,0.34539879001505963,0.6633209673276114
yolov8m_dota,tile640_ov20,11,helicopter,0.26196137238136835,0.5277962880790423
yolov8m_dota,tile640_ov20,12,roundabout,0.40065912919478924,0.6499697357642251
yolov8m_dota,tile640_ov20,13,soccer ball field,0.22104358676380242,0.40191753855964596
yolov8m_dota,tile640_ov20,14,swimming pool,0.27131214993778785,0.5931084065383313
yolov8m_dota,tile640_ov20,15,container crane,0.007920792079207921,0.039603960396039604
